"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
8.41192157314205e-07,-0.610471104546872,0.29,0.45,0.0223429048904226,"Id1"
5.71442143681256e-07,-0.658348279077799,0.281,0.445,0.0151780747783178,"Jmjd1c"
5.83786153778835e-08,-0.684192503377165,0.259,0.431,0.00155059440305196,"Sash1"
1.62299353296512e-06,-0.693204694701024,0.266,0.426,0.0431083312290865,"Strn3"
1.95543731215586e-09,-0.715123448471365,0.326,0.522,5.19383704481718e-05,"Pafah1b1"
3.18714411990585e-07,-0.717329170683486,0.229,0.378,0.00846537349688192,"Fbxl17"
2.53294539854937e-16,-0.719367920456497,0.249,0.531,6.72775627308698e-12,"Plcb4"
4.39468269183081e-07,-0.728453236668445,0.253,0.407,0.0116727166977718,"Sbf2"
4.87542546030114e-22,-0.737708094713574,0.414,0.775,1.29496175651059e-17,"Tcf4"
1.55896542916715e-14,-0.740461392342618,0.409,0.684,4.14076807641087e-10,"App"
9.68598270754722e-08,-0.741657684499856,0.242,0.402,0.00257269386695162,"Fn1"
1.69083027476878e-13,-0.752099672034225,0.316,0.569,4.49101429281335e-09,"Adgrl3"
1.29154217486595e-06,-0.766566588849023,0.276,0.421,0.0343046517066146,"Sparcl1"
5.83587969613984e-09,-0.769017061592901,0.258,0.44,0.00015500680060917,"Stag1"
2.02598888060093e-07,-0.774688447267195,0.222,0.368,0.00538122906576413,"Ube3a"
2.9844037736871e-07,-0.796322959898,0.259,0.411,0.00792687486329032,"Atp2b1"
3.54299958891657e-08,-0.798307974431901,0.242,0.407,0.000941056120812129,"Ptk2"
1.64978367055995e-14,-0.804778268106725,0.258,0.512,4.38199040737429e-10,"Apbb2"
2.14519994933893e-07,-0.812794559823559,0.199,0.344,0.00569786558543914,"Herc1"
9.48455222290061e-07,-0.8163701679367,0.13,0.249,0.0251919191592463,"Akap6"
1.09194295140135e-08,-0.816882434148422,0.201,0.359,0.000290030967321713,"Rnf169"
6.14292787555523e-10,-0.819359039432912,0.29,0.478,1.63162307302622e-05,"Luc7l2"
1.46317723227423e-08,-0.820282730999965,0.189,0.344,0.00038863450466436,"Top1"
3.48908459696222e-08,-0.821601894872124,0.178,0.325,0.000926735759799136,"Clasp2"
1.58926312927683e-11,-0.821855289672743,0.207,0.402,4.2212417976722e-07,"Prkch"
3.05977949240777e-07,-0.825089960720097,0.226,0.368,0.00812708030978428,"Ppp1r12a"
4.52207011186981e-07,-0.825636869394712,0.108,0.22,0.0120110704241374,"Rufy3"
1.73278209411153e-06,-0.826173085199216,0.183,0.311,0.0460244252016962,"Tanc2"
5.49612508043419e-08,-0.830963092295062,0.192,0.34,0.00145982578261412,"Ncoa1"
