"gene","gene_upper","log2FC","pvalue","padj","dataset","cell_type","threshold_used"
"Ubap1","UBAP1",1.31245183720029,3.09803134901414e-09,8.22868106611645e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Src","SRC",1.31224248783735,1.24542420875675e-08,0.000330797124087882,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fads3","FADS3",1.31170294912951,8.24661083716084e-08,0.00219038230445829,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Slc24a5","SLC24A5",1.31139926257866,2.72430793937665e-08,0.000723603431777831,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ykt6","YKT6",1.31043623506753,5.28551154924343e-07,0.0140388472259455,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Med13l","MED13L",1.3078788552176,7.46281999035358e-25,1.98219961763782e-20,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ankrd28","ANKRD28",1.30688607490216,1.04911051503966e-14,2.78654243899684e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Golph3","GOLPH3",1.3057801450446,1.6922647665669e-09,4.49482444647836e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tank","TANK",1.30534495144114,4.6521049005922e-13,1.2356455826463e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gm11084","GM11084",1.30372056981902,1.95007465418405e-08,0.000517959328897825,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Esyt1","ESYT1",1.30329766473252,6.80792647836115e-09,0.000180825335191751,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cntrl","CNTRL",1.30248642549177,2.13314457897101e-09,5.66584531620491e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Notch4","NOTCH4",1.30223274585287,1.03876307418708e-08,0.000275905860134831,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Bcl2l11","BCL2L11",1.30049218491362,2.58044527358884e-07,0.00685392069117931,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ptbp1","PTBP1",1.30019164390708,5.65527163255765e-08,0.00150209669832364,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Eif2ak4","EIF2AK4",1.29991549042986,2.92640148704505e-10,7.77281498974036e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Axl","AXL",1.29937462107184,6.95802810857644e-14,1.84812184591899e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cnn3","CNN3",1.29720267739635,3.34967646708472e-12,8.89707566422371e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zc3h7a","ZC3H7A",1.29704804628337,1.1693569246833e-19,3.10592892765132e-15,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Topbp1","TOPBP1",1.29680098597326,1.96670204370143e-10,5.22375729827535e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pdgfa","PDGFA",1.29586371661769,3.76897058007175e-08,0.00100107627577286,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cog3","COG3",1.29526740433006,1.24522996689797e-11,3.3074553150777e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ctdp1","CTDP1",1.29415859592403,2.10194809201292e-07,0.00558298432719552,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zbtb34","ZBTB34",1.29391415419048,3.52487475743246e-14,9.36241984321634e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Senp1","SENP1",1.29265015028496,3.10108434605112e-08,0.000823679013154639,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Wdr36","WDR36",1.28675222854894,3.09726058482014e-07,0.00822663383934079,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Haus6","HAUS6",1.28533124776827,6.31140287826441e-07,0.0167637171849581,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cdyl2","CDYL2",1.28501216844794,2.52712111112595e-15,6.71228638326164e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nck2","NCK2",1.28053853486385,3.58911778453207e-16,9.53305574749564e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Soga1","SOGA1",1.27726593850344,2.0593813359234e-12,5.46992276634615e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Spry2","SPRY2",1.2753667160329,1.52880646136881e-13,4.06066284204168e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Orc3","ORC3",1.27536145499945,1.71730364026227e-13,4.56133019890061e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tgfbr1","TGFBR1",1.27467051637575,1.35287846201488e-10,3.59338048295773e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Prkd1","PRKD1",1.27331442624241,1.42155747917381e-06,0.0377579882043355,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Arcn1","ARCN1",1.27007621658142,1.32655684013016e-11,3.52346762306971e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Spats2","SPATS2",1.26780435102977,2.14435279766959e-10,5.69561546589021e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Get4","GET4",1.26724211588489,1.07179498332589e-06,0.0284679465521191,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fbrsl1","FBRSL1",1.26008279848021,5.56266342070978e-10,1.47749903117472e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mgp","MGP",1.25976469143773,3.23698794148871e-17,8.59776367138815e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Uvssa","UVSSA",1.25410023141092,5.95240463461599e-08,0.00158101819500035,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Uimc1","UIMC1",1.25374913287404,6.90944145024303e-15,1.83521674359905e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Socs2","SOCS2",1.25325332438755,8.22049790044672e-09,0.000218344644733765,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Phykpl","PHYKPL",1.25251083303074,1.79139979868323e-08,0.000475813700528253,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"C330007P06Rik","C330007P06RIK",1.25166205210645,9.58008286218433e-08,0.00254456580902478,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cemip2","CEMIP2",1.25158678028904,1.6527275381375e-15,4.38980961404702e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sp3","SP3",1.25131482096759,1.75863974722573e-15,4.67112303260625e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tnks","TNKS",1.2511778761658,6.5986640898797e-16,1.75267116891295e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Bach1","BACH1",1.24927074175449,1.17155676422921e-07,0.0031117719214692,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mettl6","METTL6",1.24920982895521,2.42135851764983e-07,0.00643137035872971,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lmtk2","LMTK2",1.24754748592419,3.73769612795805e-08,0.000992769468546939,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Amn1","AMN1",1.24397658399877,1.19725803616792e-10,3.18003706986563e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ybx3","YBX3",1.24317502780009,3.37879446142734e-10,8.97441596899715e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gm10125","GM10125",1.24294951074041,4.42474717253124e-12,1.17525709649602e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tom1","TOM1",1.23810352523625,6.41351970783765e-07,0.0170349496959876,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Amy1","AMY1",1.23508068084674,1.01866987047252e-07,0.00270568904296207,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Hdac8","HDAC8",1.23479815237918,1.00881924884224e-12,2.67952480684986e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Vrk2","VRK2",1.23410681696473,1.60711698356857e-07,0.00426866342005647,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sntb2","SNTB2",1.2338350167717,8.86566663893959e-14,2.35480971596874e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ppard","PPARD",1.23243550062163,6.27661106851419e-18,1.66713066590805e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Slc9a8","SLC9A8",1.23067682172017,1.05608496036268e-13,2.80506726321932e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pkd2","PKD2",1.23036574365795,1.65717767554282e-21,4.40162962400927e-17,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cadm4","CADM4",1.2300159166861,1.42565144367733e-12,3.78667279955135e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pex14","PEX14",1.22975371911324,1.48689014789722e-09,3.94932892182981e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Anxa7","ANXA7",1.22958501559783,2.46451802035092e-09,6.54600631385407e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rbms1","RBMS1",1.22701409075374,4.31690996447145e-30,1.14661445566326e-25,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Taf2","TAF2",1.22226569478967,1.30139274584578e-07,0.00345662927224098,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Plaa","PLAA",1.22071958497838,4.96842202395559e-12,1.31966257378285e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Hunk","HUNK",1.22051445372367,3.30792616610309e-08,0.000878618268978641,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sfxn1","SFXN1",1.21989773538538,1.06567209626897e-08,0.00028305316549,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ythdf3","YTHDF3",1.2168695781384,2.00130981577409e-20,5.31567900167756e-16,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sestd1","SESTD1",1.21540887577834,4.84888807342773e-10,1.28791316118314e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Senp5","SENP5",1.21460477013986,2.42230711785165e-14,6.43388993572577e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"A4galt","A4GALT",1.2140721087752,4.9041855551053e-10,1.30260072529152e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tnip2","TNIP2",1.21226789003294,9.20605451370358e-13,2.44522013938481e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Smarca4","SMARCA4",1.21155933772916,2.51953226899152e-13,6.69212965966837e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cabin1","CABIN1",1.21139968730909,1.69547728447819e-11,4.50335721530253e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rbm3","RBM3",1.2102557009973,2.63088554974914e-12,6.98789510868869e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Smurf1","SMURF1",1.20980945972878,3.47438684264148e-11,9.22831889274004e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Limk2","LIMK2",1.20928755691683,1.274322113978e-09,3.38472696693696e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sox5","SOX5",1.20889153343195,1.20132024025567e-27,3.19082669014308e-23,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Exoc5","EXOC5",1.20692397273809,3.58005406837478e-16,9.50898161101026e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pam","PAM",1.20601593722357,2.72807600982227e-17,7.24604268968893e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Htt","HTT",1.20591536989342,1.29910428441293e-15,3.45055088982917e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Dab2","DAB2",1.20308094804101,1.68261966743019e-07,0.00446920609866133,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Txnrd1","TXNRD1",1.20160639317626,4.08488925884731e-10,1.08498743604243e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Arpc1b","ARPC1B",1.19854818966187,2.37277931927662e-09,6.30233914993062e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Vat1","VAT1",1.19793195161943,6.30991216154869e-07,0.0167597576922895,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ugcg","UGCG",1.19436644343251,5.92413223671911e-08,0.00157350876339496,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nmd3","NMD3",1.19255306170863,1.08207640195685e-06,0.0287410313123759,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Snx5","SNX5",1.19180048384469,2.66133808902681e-07,0.00706878009826411,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Smad5","SMAD5",1.19154570407779,1.57133306208689e-08,0.000417361774620898,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sparc","SPARC",1.18951696483825,5.10608572987085e-24,1.356227430711e-19,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lmbr1","LMBR1",1.18652204399925,9.46566893738828e-14,2.5141763264597e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zswim6","ZSWIM6",1.18493151533349,1.42054404019252e-16,3.77310702515536e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lamp2","LAMP2",1.18470458942057,1.63250060559581e-18,4.33608485852303e-14,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"4930503L19Rik","4930503L19RIK",1.18432120305107,6.66391682587186e-07,0.0177000294811982,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Picalm","PICALM",1.18360295666258,1.3044781951284e-24,3.46482453408054e-20,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Smad1","SMAD1",1.1833016959921,3.93461001208788e-13,1.04507176531066e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fam114a1","FAM114A1",1.18258588930591,1.42878298597476e-06,0.0379499048904757,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Etf1","ETF1",1.18234612403749,6.8443928204256e-14,1.81793917703324e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nras","NRAS",1.18041309329331,1.71434601786812e-10,4.5534744580595e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nckap5","NCKAP5",1.17873303978948,1.55226816302116e-06,0.041229794678005,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cep135","CEP135",1.17819121787759,1.20606666368136e-07,0.00320343366540406,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ncbp3","NCBP3",1.17817410654031,2.57877736108573e-09,6.84949054877981e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cbfb","CBFB",1.17662944361841,5.63903008730681e-14,1.49778278148956e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ptprn","PTPRN",1.17562055561064,2.79380960577922e-13,7.4206376939102e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Heca","HECA",1.17538306838993,7.12904943677308e-07,0.018935468209013,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Smurf2","SMURF2",1.17333289512139,7.39206096390074e-18,1.96340531262168e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tnpo1","TNPO1",1.17143278836929,3.19683285610395e-27,8.4911077490977e-23,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Thrap3","THRAP3",1.17128019494455,4.90626675538746e-17,1.30315351289846e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pxn","PXN",1.17116316836393,3.87009057693111e-07,0.0102793475813867,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nup88","NUP88",1.17112389129183,1.32005064886855e-06,0.0350618652845976,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nup35","NUP35",1.17050286380463,6.07051790299862e-07,0.0161239026021546,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nfkb1","NFKB1",1.17021341188009,4.47043109405108e-18,1.18739120289091e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nup133","NUP133",1.16866516645998,5.35449077340253e-08,0.00142220629432345,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Naalad2","NAALAD2",1.16718017157719,3.35723364153072e-11,8.91714827526973e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Creb3l2","CREB3L2",1.16662508841189,1.57807450241418e-12,4.19152368586231e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Golga5","GOLGA5",1.16650875306619,2.56348163436533e-11,6.80886356903774e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Angptl2","ANGPTL2",1.16466542044408,2.22574342143634e-09,5.91179710167706e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Camk2g","CAMK2G",1.16464161937584,2.27231604290847e-12,6.03549864156917e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ccz1","CCZ1",1.16435850078519,3.56396992679864e-13,9.46626052256986e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gorasp2","GORASP2",1.16340481270863,5.07929414323966e-07,0.0134911131738589,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sfswap","SFSWAP",1.16315429446942,6.96609520348097e-17,1.85026454699658e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Erf","ERF",1.16112747765547,4.31959809852758e-07,0.0114732845094991,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Baz2a","BAZ2A",1.16095697821557,3.38543274963252e-14,8.99204792629893e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zfp710","ZFP710",1.16055771636593,9.30729849677076e-07,0.0247211155372728,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ireb2","IREB2",1.15766988652866,8.0880077024643e-12,2.14825572585154e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mapk6","MAPK6",1.15760066758524,4.88803588652327e-08,0.00129831121181945,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sidt2","SIDT2",1.15706543374976,4.95155112397725e-07,0.013151814940396,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gpr4","GPR4",1.15443123430169,5.96148685129107e-08,0.00158343052257142,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sept10","SEPT10",1.1513265737289,1.38909218858682e-08,0.000368956776210546,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Usp47","USP47",1.15116982050526,3.33042708289157e-18,8.84594737486829e-14,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Afg3l1","AFG3L1",1.15110694354127,9.59536648500006e-08,0.00254862529208087,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rai1","RAI1",1.15026449402412,6.12946350411855e-12,1.62804680132893e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ralgps1","RALGPS1",1.14892004919724,1.17112792625214e-11,3.1106328849183e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fnip2","FNIP2",1.14827272850293,1.8780616749466e-12,4.98831961482567e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Parp12","PARP12",1.14821724895139,1.06004846425171e-06,0.0281559472589896,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Spata5","SPATA5",1.14781197222388,1.28063502143086e-12,3.4014946804225e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cttn","CTTN",1.14748704883874,3.33110010296184e-13,8.84773498347694e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rpap2","RPAP2",1.14707892413858,1.69731310372698e-06,0.0450823333480923,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Brf1","BRF1",1.14550225835692,4.14468814005855e-07,0.0110087061688095,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lbr","LBR",1.14055112160244,3.46026810381946e-07,0.00919081811055487,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Commd8","COMMD8",1.13833599150319,4.84457654974033e-07,0.0128676797737653,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Adar","ADAR",1.13825691686256,8.74631083377201e-08,0.00232310762055818,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zfc3h1","ZFC3H1",1.13749092810936,1.12321278303096e-18,2.98336547300853e-14,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Stard5","STARD5",1.13724750676901,1.65062311139726e-08,0.000438422004618226,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tango2","TANGO2",1.133401512677,5.33775138956541e-07,0.0141776014658247,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fbxw11","FBXW11",1.13291082874175,1.42668555779117e-14,3.78941951004912e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Scfd2","SCFD2",1.1322570335345,3.39293025540079e-09,9.01196205137003e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Arfgap1","ARFGAP1",1.13083174529757,5.59050411581205e-08,0.00148489379820084,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Yars","YARS",1.12911262024651,1.15477332628739e-09,3.06719343195193e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cep170","CEP170",1.12869885028811,1.23576007293696e-18,3.28230232972787e-14,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Agbl3","AGBL3",1.12843175746611,1.0387740286672e-08,0.000275908769754295,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Xpo4","XPO4",1.12809105875288,1.15485103623089e-13,3.06739983733287e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Erbin","ERBIN",1.12787868894803,4.07645536966067e-16,1.08274731073557e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Galnt2","GALNT2",1.12444744647847,1.73634968278397e-06,0.0461191839244251,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Grip1","GRIP1",1.1237683929365,1.83245164377512e-13,4.8671748110311e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ksr1","KSR1",1.12338892554088,8.22144767318713e-09,0.000218369871647523,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pi4kb","PI4KB",1.12158931945367,3.60418861464339e-15,9.5730853793543e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mindy2","MINDY2",1.12112294737551,2.11432176270119e-07,0.00561585003391063,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lama4","LAMA4",1.11928460165101,3.0754562375453e-14,8.16871931254407e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nipa2","NIPA2",1.11755441606587,2.47453833297213e-10,6.57262126620729e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Dnajc13","DNAJC13",1.11691723687057,2.57854777920751e-13,6.84888075635306e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Heatr5a","HEATR5A",1.11511567504645,1.1480899914944e-09,3.04944182640828e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ptbp3","PTBP3",1.11289905159461,7.15311844921465e-19,1.8999397912959e-14,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Odf2","ODF2",1.11181588537546,4.47420512733885e-13,1.18839362387247e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"P3h3","P3H3",1.1108273177782,1.1033684956172e-06,0.0293065706120885,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Slc9a1","SLC9A1",1.11073504638179,3.4709450261463e-07,0.00921917708394718,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rerg","RERG",1.11012243453109,4.91515941314601e-14,1.30551549172571e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Dhx36","DHX36",1.10943767413471,5.36961435380919e-14,1.42622326851526e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lsg1","LSG1",1.10900536970798,3.99341112060062e-07,0.0106068992774273,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Atp6v0a2","ATP6V0A2",1.10878253099553,1.85605543442075e-07,0.00492986883936496,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lrrc8a","LRRC8A",1.10822326728906,1.16800831346716e-06,0.0310234688140013,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fancc","FANCC",1.10723087052656,7.64207722877433e-09,0.000202981213273475,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gcnt2","GCNT2",1.10629201981662,3.59275214866362e-19,9.54270898206545e-15,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cacna1c","CACNA1C",1.10563661418608,4.63023701311133e-25,1.2298372530525e-20,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gm28055","GM28055",1.10462604195535,1.64267850043811e-08,0.000436311836501366,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
