gene_symbol,scores,logfoldchanges,pvals,pvals_adj,timepoint,comparison,cell_type,dataset
Selenow,5.585132,0.851856,2.335224216020719e-08,1.962089462533803e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arpc3,5.5510044,0.7886327,2.8403285425225053e-08,2.3762868323488498e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ran,5.5325813,1.338479,3.155522520157357e-08,2.6217177322858467e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tagln2,5.5323067,0.77957934,3.1604708832786426e-08,2.6217177322858467e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snrpe,5.491671,1.248302,3.9814806195017445e-08,3.2888373876787194e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eef2,5.454579,0.85357094,4.908903034023082e-08,4.037882130128986e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cd93,5.4390335,1.1451379,5.357040962077727e-08,4.388066565464254e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rhoc,5.4355626,1.1046091,5.462374632956342e-08,4.4557045078910955e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psmb4,5.4286647,1.0808722,5.677716690966605e-08,4.612143554317562e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Slc25a5,5.414146,0.81139386,6.158185772089898e-08,4.981768713231568e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Scgb3a1,5.3957806,1.6448061,6.82262200942046e-08,5.474035699935425e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cavin3,5.3828816,1.0498818,7.330276210662148e-08,5.857339484740117e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atp5a1,5.3760414,0.9251135,7.614122140778574e-08,6.059417445122851e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psma1,5.3610168,1.1159216,8.275488833737785e-08,6.559078740813142e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Lamp1,5.340019,0.7517293,9.293665114671631e-08,7.336374272174456e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufc1,5.338718,0.9951959,9.360616590217219e-08,7.3595498388225894e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm5905,5.330128,1.4177021,9.814352165926033e-08,7.685422894093359e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm10076,5.324792,1.1622319,1.0106862218022725e-07,7.882949866224338e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl18a,5.323881,0.6534572,1.0157639109091183e-07,7.891115112645955e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufb8,5.303491,1.0094228,1.1360878181502026e-07,8.790984670326686e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rps3a1,5.298198,0.65689254,1.1695089312216273e-07,9.013967065561338e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psma5,5.2792544,1.2577888,1.297105330031161e-07,9.95820825334119e-06,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rps29,5.276666,0.7202466,1.315553425710462e-07,1.0060386490286608e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Slc25a4,5.2525306,0.8510511,1.5002345048712866e-07,1.142805093457789e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufa6,5.245734,0.8030367,1.5566130413218412e-07,1.1807555499689232e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Edf1,5.2450833,0.86179876,1.562117216335246e-07,1.1807555499689232e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Itgb1,5.23619,0.69439465,1.639253494113445e-07,1.234294832856112e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
S100a13,5.233963,0.7191383,1.659138102134935e-07,1.244480713620522e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snrpb,5.2116785,0.92424744,1.8713961044123562e-07,1.3983328830565152e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmed9,5.2024236,1.2753297,1.9670628871743378e-07,1.4642277620612932e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cct6a,5.194166,1.1506697,2.0563920509673594e-07,1.5249237568859088e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
B2m,5.186126,0.5800023,2.147134874005125e-07,1.586206016165975e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Slc35b1,5.1633935,1.7275333,2.425126133172351e-07,1.784838131921621e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eef1d,5.1352816,1.1305617,2.817221471000145e-07,2.065645870328458e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Elob,5.1271687,0.7072322,2.9413173913727896e-07,2.14858845413825e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ncl,5.125188,0.745931,2.972415076714677e-07,2.163233083897518e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rbx1,5.109729,0.7938254,3.226213414820996e-07,2.33924370451669e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ubc,5.1077766,0.6642424,3.259715280576724e-07,2.347951816475357e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eif3k,5.107632,1.0346678,3.2622102164851465e-07,2.347951816475357e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tpm4,5.100286,0.6456091,3.3914072971050966e-07,2.431999291407563e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gngt2,5.097712,1.5080742,3.4378349628788305e-07,2.456295440448134e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ostf1,5.076136,0.8628854,3.851872744408156e-07,2.7421131897192174e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Park7,5.065247,1.0335083,4.0787094851622763e-07,2.8930759272109377e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rps10,5.0522466,0.66372883,4.3664318967753927e-07,3.08597968386902e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sh3bgrl3,5.0408516,0.6553336,4.634650311701933e-07,3.263760760870099e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Brk1,5.038104,1.056297,4.701661799636603e-07,3.299083621917053e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Itm2c,5.0354285,1.132333,4.767807236505238e-07,3.3335486524665375e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cct4,5.027403,1.2670022,4.971672912685735e-07,3.4637167477455034e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atp5o,5.026405,0.8921056,4.997598388109776e-07,3.469432044114364e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl35a,5.013636,0.61275625,5.341098252475093e-07,3.6947943635584775e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Txndc17,5.0023856,0.9678729,5.662524462685466e-07,3.894330068840023e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ranbp1,5.002154,1.0511727,5.669326605809912e-07,3.894330068840023e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gas5,4.9879823,0.8323683,6.101315589759907e-07,4.1764145210045345e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmod3,4.984584,0.7920107,6.20952705037437e-07,4.229500516999681e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cstb,4.9841933,0.91376555,6.222077687571682e-07,4.229500516999681e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmem258,4.9329586,0.9924623,8.099339505006435e-07,5.4676127410176196e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arpc2,4.911137,0.6197623,9.054984731169532e-07,6.091733198697798e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ppp1ca,4.8900237,0.8541825,1.0082372909024347e-06,6.75967857671129e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Prdx2,4.854739,0.8856026,1.2054526903322015e-06,8.026920856678064e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Bola2,4.848116,1.5049326,1.2463944329181483e-06,8.271411462114776e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufb11,4.846207,0.88994324,1.2584404260572656e-06,8.323137912474016e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Pcbp1,4.8347974,1.0748686,1.33281179765615e-06,8.777524303321393e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Id1,4.834306,0.59259903,1.336109844404033e-06,8.777524303321393e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ssr2,4.8174443,1.3453722,1.4540854284252108e-06,9.520612184709148e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Entpd1,4.8105464,1.1009885,1.50518105688947e-06,9.822309850241719e-05,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
S100a10,4.8011613,1.4060208,1.5774802047290882e-06,0.000102599102883659,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psma4,4.794379,1.0634594,1.6317929945413478e-06,0.0001057356680554069,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psmb3,4.793801,0.96724766,1.6365075047651984e-06,0.0001057356680554069,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufa2,4.7881465,0.70143574,1.6832866364138275e-06,0.00010840033710879442,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sat1,4.7843432,0.8846785,1.7154719952670552e-06,0.0001101108041027644,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cd34,4.782261,0.62663484,1.7333441215390376e-06,0.0001108517508163936,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Aldoa,4.7816825,0.76068157,1.7383402717797843e-06,0.0001108517508163936,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Uqcrh,4.7791376,0.72966725,1.7604882224670635e-06,0.00011189960367284968,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sub1,4.774004,0.88694674,1.805989629961164e-06,0.00011442025561731298,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Akr1a1,4.7635775,0.6196728,1.9019054093555001e-06,0.00012010839419016976,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
H2afj,4.7536864,1.3601496,1.9974098435644564e-06,0.00012573405950952208,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Vcp,4.7247934,1.0766795,2.303496033670859e-06,0.00014407521358202684,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snx3,4.7128773,0.6518203,2.442431268215049e-06,0.0001522785889740319,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm1821,4.709204,1.1403664,2.486856520308287e-06,0.00015455615904150902,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufb7,4.6997757,0.8349603,2.6044724349933227e-06,0.00016135366094893757,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl37,4.697867,0.55963266,2.6289255805502034e-06,0.00016235481416539854,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Bst2,4.696739,0.96627724,2.643478581325758e-06,0.00016274018926608293,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snrpg,4.692285,0.8264339,2.7017033320915724e-06,0.00016580327941177652,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Timm13,4.6897545,1.0921595,2.735331820096812e-06,0.00016734247200636028,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufb3,4.687831,1.0186497,2.7611577415870576e-06,0.00016787324567406778,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rhoj,4.6835794,1.0832353,2.8190795137456473e-06,0.00017086414749411312,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl3-ps1,4.681584,1.6081581,2.8466676591794574e-06,0.00017200374309801308,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cops9,4.6726904,0.8443912,2.9727959751866666e-06,0.00017907208248070576,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrpl20,4.6640716,1.3464906,3.1001319248384965e-06,0.00018560025288245642,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rps21,4.6630015,0.56136245,3.1163025084050595e-06,0.00018599955550928612,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmed10,4.662076,0.64481306,3.13035309722454e-06,0.0001862155312172988,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tuba1b,4.6615124,0.7117698,3.1389449507947388e-06,0.0001862155312172988,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cd151,4.6522717,0.78644013,3.2829821980199474e-06,0.00019417203169376588,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eif3h,4.6405005,0.90981275,3.4756644800079133e-06,0.00020494904676239434,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufs8,4.6210217,1.4632683,3.818551039878755e-06,0.00022449181293605525,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tspan4,4.6161914,1.3949162,3.908461330479073e-06,0.000229089663074218,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ost4,4.5920706,0.8764694,4.3886952012410544e-06,0.00025647010732745114,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cnbp,4.589352,0.5835579,4.446239061222952e-06,0.00025905958958798137,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cyba,4.584739,0.89039207,4.545537544466014e-06,0.0002640593130801518,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psma7,4.5625124,0.5863521,5.054506018239495e-06,0.00029275758674282424,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Swi5,4.536078,0.8551708,5.7309991310202815e-06,0.0003309609734158822,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Bzw1,4.5307274,0.9071532,5.878093031827404e-06,0.00033845713907083847,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Fis1,4.528081,0.9727163,5.952173748939437e-06,0.0003417176113870597,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufa1,4.5043797,0.78256273,6.656711671193327e-06,0.0003799371556470896,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
mt-Nd1,4.5008802,0.51463073,6.767267955260391e-06,0.00038512443244224616,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufb5,4.4854646,1.0233346,7.275518470689075e-06,0.00041284876840776824,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrpl42,4.4749084,1.5185486,7.644413686799406e-06,0.0004324505986380439,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Srp14,4.47433,0.7298562,7.66513550224249e-06,0.0004324505986380439,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl14-ps1,4.471698,0.96168226,7.760099770257203e-06,0.0004365502103515094,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eef1b2,4.465798,0.65947574,7.977090771456117e-06,0.0004474713639908206,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmsb10,4.4600425,0.58859414,8.194344322542166e-06,0.00045834479657830854,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ehd4,4.447577,0.9636402,8.684430702293114e-06,0.0004830624588933027,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cope,4.447548,0.98980325,8.685599710397025e-06,0.0004830624588933027,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ralb,4.446001,1.1631638,8.74836134973412e-06,0.0004851747029567843,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eef1a1,4.4321036,0.577347,9.331804527413506e-06,0.0005160698791897577,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eif3i,4.4299636,1.2429357,9.42489769234324e-06,0.0005197499214732496,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Skp1a,4.42094,0.66614485,9.827245320131375e-06,0.0005404156787421684,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psme2,4.4018373,1.0522631,1.073381275202754e-05,0.0005886158326230901,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rtraf,4.4004054,1.0473758,1.0804878256509298e-05,0.0005908578257756495,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arf4,4.391671,1.0933937,1.1248277746239929e-05,0.0006133914580449557,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Vmp1,4.3827486,2.1898987,1.1719127606078074e-05,0.0006372926698449736,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cct5,4.3797555,1.100802,1.1881266955455146e-05,0.0006443201196314277,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atp5c1,4.373421,0.62345016,1.2231430942344338e-05,0.0006596548858354686,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Fkbp2,4.371686,1.2938778,1.2329071796075392e-05,0.0006630940619554064,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hmgn1,4.3619103,0.931178,1.2893163288709744e-05,0.0006900994039241879,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eloc,4.361766,0.98561144,1.290168983175424e-05,0.0006900994039241879,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eif2s2,4.356618,0.9074239,1.3208763895006056e-05,0.0007045993754019987,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm11478,4.327175,0.9632518,1.5103375822225397e-05,0.0008034749686731158,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Aprt,4.307219,2.2620745,1.6531976039912695e-05,0.0008770907721771568,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snrpd2,4.3042545,1.0673642,1.675488111704746e-05,0.0008865143449417246,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Magoh,4.302418,1.2796783,1.6894407299619577e-05,0.0008914873630853166,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Bax,4.2983403,1.2453306,1.720819091823233e-05,0.000905604176360845,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl13a,4.254827,0.697952,2.0921049680499025e-05,0.0010951106673666561,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tpd52l2,4.2511106,1.2282122,2.1271293054867882e-05,0.001109525814002755,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Npdc1,4.2507057,1.6555519,2.13097873047472e-05,0.001109525814002755,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rrbp1,4.2471485,0.7392758,2.165084937863602e-05,0.0011242935763542635,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rps16-ps2,4.244806,1.043984,2.187828206565288e-05,0.0011330982222203347,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mgp,4.2336273,1.0115403,2.2995172288618762e-05,0.0011878007596155394,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Dpm3,4.227785,0.98416764,2.3600285552061286e-05,0.001215849448033431,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Chmp2a,4.2084074,0.67978024,2.5717663489840978e-05,0.0013214559006315403,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mydgf,4.20767,1.2418404,2.5801716314488362e-05,0.0013223041892375356,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cyb5a,4.2009025,0.93649846,2.658532022520102e-05,0.0013553667032519803,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Btf3,4.193643,0.69044864,2.7450989174651148e-05,0.001395864974213365,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Emp1,4.1816115,2.423541,2.8945024749954878e-05,0.001462593853401615,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Adamts1,4.181438,0.73793554,2.896712849629134e-05,0.001462593853401615,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Adam15,4.1812787,0.919324,2.8987404358166558e-05,0.001462593853401615,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gng11,4.1768394,0.52292854,2.955875813682697e-05,0.0014875881954875619,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eif4a1,4.1695223,1.2537553,3.052389449973572e-05,0.0015322212374905802,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Myl12a,4.1601224,0.53478503,3.180768835233551e-05,0.0015925808564544047,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atp5k,4.1486983,0.673392,3.3437098165293736e-05,0.0016698930377090702,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arhgdia,4.1215696,0.6709052,3.7629960672358485e-05,0.0018745082444853998,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mat2a,4.0997624,0.7160385,4.1357417486597e-05,0.002054959802373374,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psmc4,4.0950484,1.2444264,4.220803386949975e-05,0.002091915643197966,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufc2,4.094007,0.6644869,4.239812491501115e-05,0.002096030533992862,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arpc5,4.0929227,0.6388866,4.2596999941790336e-05,0.002100557853552719,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arhgdib,4.0898857,1.4290006,4.315856887172726e-05,0.0021229027708588055,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rac1,4.0884686,0.55698013,4.34230311844213e-05,0.002130558098991017,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmbim6,4.0844483,0.5546862,4.418163147999755e-05,0.00216235949870978,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Prnp,4.083653,0.68336934,4.433319626965296e-05,0.002163288022250017,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Spcs2,4.0831904,0.7007436,4.442160621875194e-05,0.002163288022250017,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufa3,4.060689,0.56128675,4.892808198050868e-05,0.0023768363794849094,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrps24,4.0498724,0.8616692,5.124557733269207e-05,0.002477122635659537,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Nsmce1,4.0478334,1.1653522,5.169392671580474e-05,0.0024926404022544567,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mal,4.0449843,0.54654735,5.232657280870332e-05,0.002516946722054017,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cetn3,4.03304,0.75927705,5.505994415267566e-05,0.002637745523055666,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Esam,4.0328374,0.51221955,5.51074178336705e-05,0.002637745523055666,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Lgals9,4.0281086,0.86926275,5.622736078293748e-05,0.0026847879074330906,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Selenom,4.020025,0.7614656,5.81919706582412e-05,0.0027718350597965642,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mrpl17,4.0067496,1.1530318,6.156000324526636e-05,0.002925146076535387,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rexo2,3.9914212,0.84908587,6.567849937319033e-05,0.003113288092564037,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snrpd3,3.9902065,0.76705825,6.601578663050808e-05,0.0031217175238296055,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Psmb2,3.985738,0.9407837,6.727068150064626e-05,0.0031733930885256673,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hsp90b1,3.9547772,0.47423512,7.660599705014816e-05,0.003604497197134668,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm11560,3.9542422,1.4233519,7.677761307683284e-05,0.003604497197134668,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Smdt1,3.9525213,0.6790098,7.733203536795251e-05,0.003621840326311977,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rpl5,3.9320014,0.5640224,8.424162643959361e-05,0.003926662668590295,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufb9,3.9310033,0.81681794,8.459205845470156e-05,0.003933526706478497,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Vdac2,3.9304395,1.0183347,8.479073760708615e-05,0.003933526706478497,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Chchd1,3.9269543,1.0635802,8.602828828322287e-05,0.00398150307262566,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ndufab1,3.9187984,1.206229,8.899150144659187e-05,0.004108930716556436,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Emg1,3.9091964,1.292798,9.260367288077074e-05,0.004254830256666779,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sept7,3.9086757,0.48942938,9.28034182763812e-05,0.004254830256666779,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Anxa7,3.9047713,0.9494334,9.431453108463489e-05,0.00430781432191455,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Eng,3.9045544,0.5318315,9.439915942694703e-05,0.00430781432191455,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6977,3.9012427,0.99516195,9.570008944752814e-05,0.004357024770033159,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1500011K16Rik,3.8977723,1.2573452,9.708166739437222e-05,0.004409670075590777,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gnai2,3.8924794,0.47820693,9.922488196982279e-05,0.004496586838711159,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ddost,3.8901947,1.3171977,0.00010016383071683844,0.004528654304719506,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mdh2,3.8879821,0.7731786,0.00010108105444025115,0.00455959401561474,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Atp1b3,3.8810408,0.7337234,0.0001040103417850024,0.0046809435887930845,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Snrpf,3.8779318,1.2365546,0.00010534823505760173,0.004730280728721718,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Vps29,3.8736224,1.0117191,0.00010722949149419835,0.004803733993093641,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tcp1,3.8726969,1.3651539,0.0001076376336544469,0.004811009027518509,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Rflnb,3.8656979,0.65456796,0.00011077200574858609,0.0049375679302551614,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tpm3,3.865235,0.4795145,0.00011098224274782191,0.0049375679302551614,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
