"gene_upper","n_datasets","datasets","mean_log2FC","max_log2FC","min_padj","confidence_tier"
"ATN1",1,"GSE9391",10.499,10.499,0.17438,"Tier5_1dataset"
"ASCL1",1,"GSE9391",10.469,10.469,0.17438,"Tier5_1dataset"
"AMPH",1,"GSE9391",10.426,10.426,0.17438,"Tier5_1dataset"
"HSF1",1,"GSE9391",10.395,10.395,0.17438,"Tier5_1dataset"
"IRF7",1,"GSE9391",10.371,10.371,0.17438,"Tier5_1dataset"
"FOXK2",1,"GSE9391",10.361,10.361,0.17438,"Tier5_1dataset"
"HNF4A",1,"GSE9391",10.239,10.239,0.206455,"Tier5_1dataset"
"P2RX6",1,"GSE9391",10.147,10.147,0.17438,"Tier5_1dataset"
"HLA-C",1,"GSE9391",10.143,10.143,0.269239,"Tier5_1dataset"
"PNOC",1,"GSE9391",9.962,9.962,0.17438,"Tier5_1dataset"
"RAPSN",1,"GSE9391",9.96,9.96,0.17438,"Tier5_1dataset"
"RAB2A",1,"GSE9391",9.944,9.944,0.17438,"Tier5_1dataset"
"POSTN",1,"GSE9391",9.926,9.926,0.17438,"Tier5_1dataset"
"TAC1",1,"GSE9391",9.905,9.905,0.17438,"Tier5_1dataset"
"CNBP",1,"GSE9391",9.881,9.881,0.17438,"Tier5_1dataset"
"TMF1",1,"GSE9391",9.849,9.849,0.195435,"Tier5_1dataset"
"TAF6L",1,"GSE9391",9.8,9.8,0.17438,"Tier5_1dataset"
"SLC10A6",1,"GSE223744",9.787,9.787,0,"Tier5_1dataset"
"DNMT1",1,"GSE9391",9.757,9.757,0.17438,"Tier5_1dataset"
"RALA",1,"GSE9391",9.736,9.736,0.17438,"Tier5_1dataset"
"TACR3",1,"GSE9391",9.399,9.399,0.17438,"Tier5_1dataset"
"CCNG1",1,"GSE9391",9.311,9.311,0.34141,"Tier5_1dataset"
"PBX1",1,"GSE9391",9.278,9.278,0.17438,"Tier5_1dataset"
"ITGA2B",1,"GSE9391",9.277,9.277,0.206455,"Tier5_1dataset"
"TAF9",1,"GSE9391",9.256,9.256,0.179769,"Tier5_1dataset"
"HTT",1,"GSE9391",9.247,9.247,0.273477,"Tier5_1dataset"
"NFKB1",1,"GSE9391",9.15,9.15,0.311897,"Tier5_1dataset"
"TRO",1,"GSE9391",9.05,9.05,0.206455,"Tier5_1dataset"
"GM20388",1,"GSE223744",9.047,9.047,0.045671,"Tier5_1dataset"
"ATF1",1,"GSE9391",9.018,9.018,0.17438,"Tier5_1dataset"
"IRF2",1,"GSE9391",8.94,8.94,0.186677,"Tier5_1dataset"
"CSF3",1,"GSE223744",8.89,8.89,0,"Tier5_1dataset"
"SLC7A4",1,"GSE9391",8.796,8.796,0.186677,"Tier5_1dataset"
"DCX",1,"GSE9391",8.774,8.774,0.365668,"Tier5_1dataset"
"TERF1",1,"GSE9391",8.754,8.754,0.17554,"Tier5_1dataset"
"CASK",1,"GSE9391",8.707,8.707,0.189037,"Tier5_1dataset"
"TPH1",1,"GSE9391",8.699,8.699,0.358108,"Tier5_1dataset"
"CHRNB4",1,"GSE9391",8.678,8.678,0.195435,"Tier5_1dataset"
"KCNJ3",1,"GSE9391",8.581,8.581,0.189111,"Tier5_1dataset"
"TAF5L",1,"GSE9391",8.507,8.507,0.200149,"Tier5_1dataset"
"GM22133",1,"GSE223744",8.504,8.504,0.017711,"Tier5_1dataset"
"GABPA",1,"GSE9391",8.465,8.465,0.287137,"Tier5_1dataset"
"KLF5",1,"GSE9391",8.445,8.445,0.245502,"Tier5_1dataset"
"CDK6",1,"GSE9391",8.407,8.407,0.370404,"Tier5_1dataset"
"GATA2",1,"GSE9391",8.366,8.366,0.30641,"Tier5_1dataset"
"CXCL1",1,"GSE244576",8.333,8.333,7.1e-05,"Tier5_1dataset"
"ACVR1B",1,"GSE9391",8.297,8.297,0.237738,"Tier5_1dataset"
"GRIA2",1,"GSE9391",8.271,8.271,0.195435,"Tier5_1dataset"
"SMARCA4",1,"GSE9391",8.251,8.251,0.189111,"Tier5_1dataset"
"PCSK1",1,"GSE9391",8.236,8.236,0.195435,"Tier5_1dataset"
"GM3563",1,"GSE223744",8.218,8.218,0.000114,"Tier5_1dataset"
"PCSK2",1,"GSE9391",8.217,8.217,0.30641,"Tier5_1dataset"
"GLRA1",1,"GSE9391",8.213,8.213,0.189037,"Tier5_1dataset"
"SUPT3H",1,"GSE9391",8.167,8.167,0.311897,"Tier5_1dataset"
"TCEA1",1,"GSE9391",8.125,8.125,0.311897,"Tier5_1dataset"
"GAD2",1,"GSE9391",8.122,8.122,0.365668,"Tier5_1dataset"
"ZNF148",1,"GSE9391",8.103,8.103,0.305536,"Tier5_1dataset"
"ITGA7",1,"GSE9391",8.098,8.098,0.34141,"Tier5_1dataset"
"TFDP1",1,"GSE9391",8.07,8.07,0.30641,"Tier5_1dataset"
"CHIL3",1,"GSE223744",8.065,8.065,0.001768,"Tier5_1dataset"
"SMARCA2",1,"GSE9391",8.06,8.06,0.336303,"Tier5_1dataset"
"GABPB1",1,"GSE9391",8.045,8.045,0.311897,"Tier5_1dataset"
"SLC14A1",1,"GSE9391",8.043,8.043,0.206455,"Tier5_1dataset"
"EGR3",1,"GSE9391",8.039,8.039,0.207398,"Tier5_1dataset"
"DIAPH1",1,"GSE9391",8.005,8.005,0.206455,"Tier5_1dataset"
"COMT",1,"GSE9391",8.004,8.004,0.365668,"Tier5_1dataset"
"RAB3B",1,"GSE9391",7.972,7.972,0.206455,"Tier5_1dataset"
"TNKS",1,"GSE9391",7.962,7.962,0.195435,"Tier5_1dataset"
"SP2",1,"GSE9391",7.954,7.954,0.300794,"Tier5_1dataset"
"ATXN3",1,"GSE9391",7.95,7.95,0.287053,"Tier5_1dataset"
"MOG",1,"GSE9391",7.949,7.949,0.210858,"Tier5_1dataset"
"SP3",1,"GSE9391",7.878,7.878,0.195435,"Tier5_1dataset"
"TNFRSF9",1,"GSE223744",7.868,7.868,0,"Tier5_1dataset"
"CDC20",1,"GSE9391",7.81,7.81,0.311897,"Tier5_1dataset"
"P2RX5",1,"GSE9391",7.786,7.786,0.300794,"Tier5_1dataset"
"ELK1",1,"GSE9391",7.754,7.754,0.358108,"Tier5_1dataset"
"GRIA1",1,"GSE9391",7.727,7.727,0.287137,"Tier5_1dataset"
"ZEB1",1,"GSE9391",7.638,7.638,0.370404,"Tier5_1dataset"
"GALR1",1,"GSE9391",7.602,7.602,0.220065,"Tier5_1dataset"
"CREB5",1,"GSE9391",7.581,7.581,0.206455,"Tier5_1dataset"
"CDKN3",1,"GSE9391",7.508,7.508,0.366122,"Tier5_1dataset"
"TNFSF8",1,"GSE223744",7.481,7.481,0,"Tier5_1dataset"
"GM29371",1,"GSE223744",7.389,7.389,1.2e-05,"Tier5_1dataset"
"FLT1",1,"GSE9391",7.385,7.385,0.367406,"Tier5_1dataset"
"AURKB",1,"GSE9391",7.378,7.378,0.34141,"Tier5_1dataset"
"TSPAN31",1,"GSE9391",7.367,7.367,0.358108,"Tier5_1dataset"
"CSPG5",1,"GSE9391",7.34,7.34,0.358108,"Tier5_1dataset"
"PRDM1",1,"GSE9391",7.279,7.279,0.358108,"Tier5_1dataset"
"SYP",1,"GSE9391",7.215,7.215,0.305536,"Tier5_1dataset"
"DBH",1,"GSE9391",7.179,7.179,0.311897,"Tier5_1dataset"
"TRIM29",1,"GSE9391",7.177,7.177,0.287137,"Tier5_1dataset"
"NFIX",1,"GSE9391",7.163,7.163,0.24381,"Tier5_1dataset"
"ITGAE",1,"GSE9391",7.125,7.125,0.311897,"Tier5_1dataset"
"OLFR791",1,"GSE223744",7.083,7.083,0.002178,"Tier5_1dataset"
"GM10352",1,"GSE223744",7.049,7.049,0.001999,"Tier5_1dataset"
"MT-ATP8",1,"GSE244576",7.044,7.044,0,"Tier5_1dataset"
"CNTN1",1,"GSE9391",6.945,6.945,0.366122,"Tier5_1dataset"
"ARHGAP35",1,"GSE9391",6.944,6.944,0.370404,"Tier5_1dataset"
"COLEC10",1,"GSE223744",6.932,6.932,0.003939,"Tier5_1dataset"
"TAF1",1,"GSE9391",6.917,6.917,0.219073,"Tier5_1dataset"
"VMN2R44",1,"GSE223744",6.908,6.908,0.004254,"Tier5_1dataset"
"FAM83C",1,"GSE223744",6.905,6.905,0.001488,"Tier5_1dataset"
"VMN2R71",1,"GSE223744",6.872,6.872,0.002533,"Tier5_1dataset"
"OLFR1204",1,"GSE223744",6.83,6.83,0.006499,"Tier5_1dataset"
"CCL7",1,"GSE223744",6.777,6.777,4.2e-05,"Tier5_1dataset"
"SF1",1,"GSE9391",6.767,6.767,0.34141,"Tier5_1dataset"
"VMN2R-PS40",1,"GSE223744",6.746,6.746,0.001177,"Tier5_1dataset"
"S100A9",1,"GSE223744",6.715,6.715,4e-06,"Tier5_1dataset"
"GM14390",1,"GSE223744",6.696,6.696,0.00501,"Tier5_1dataset"
"VMN2R35",1,"GSE223744",6.656,6.656,4.6e-05,"Tier5_1dataset"
"GM4610",1,"GSE223744",6.612,6.612,0.00311,"Tier5_1dataset"
"NFYC",1,"GSE9391",6.605,6.605,0.358108,"Tier5_1dataset"
"SH2D5",1,"GSE223744",6.583,6.583,0,"Tier5_1dataset"
"ANOS1",1,"GSE9391",6.55,6.55,0.305536,"Tier5_1dataset"
"SMN1",1,"GSE9391",6.548,6.548,0.320949,"Tier5_1dataset"
"IL11",1,"GSE223744",6.504,6.504,0,"Tier5_1dataset"
"GM3623",1,"GSE223744",6.472,6.472,0.016435,"Tier5_1dataset"
"VMN2R101",1,"GSE223744",6.469,6.469,0.000634,"Tier5_1dataset"
"NT5E",1,"GSE223744",6.465,6.465,0,"Tier5_1dataset"
"ZFP36L1",1,"GSE9391",6.412,6.412,0.358108,"Tier5_1dataset"
"CT025645.2",1,"GSE223744",6.395,6.395,0.023524,"Tier5_1dataset"
"SPHK1",1,"GSE223744",6.383,6.383,0,"Tier5_1dataset"
"CYP4A12B",1,"GSE223744",6.343,6.343,0.014779,"Tier5_1dataset"
"MCTP2",1,"GSE223744",6.315,6.315,0,"Tier5_1dataset"
"S100A8",1,"GSE223744",6.31,6.31,0.000111,"Tier5_1dataset"
"IL6",1,"GSE223744",6.293,6.293,2.1e-05,"Tier5_1dataset"
"MIR147",1,"GSE223744",6.283,6.283,0.006269,"Tier5_1dataset"
"MMU-MIR-147",1,"GSE223744",6.283,6.283,0.006269,"Tier5_1dataset"
"SPP1",1,"GSE244576",6.266,6.266,0,"Tier5_1dataset"
"OLFR640",1,"GSE223744",6.253,6.253,0.013717,"Tier5_1dataset"
"OLFR914",1,"GSE223744",6.24,6.24,0.001152,"Tier5_1dataset"
"GM10660",1,"GSE223744",6.237,6.237,0.014891,"Tier5_1dataset"
"VMN2R113",1,"GSE223744",6.225,6.225,0.014588,"Tier5_1dataset"
"GM15304",1,"GSE223744",6.21,6.21,0.000738,"Tier5_1dataset"
"PRG4",1,"GSE244576",6.196,6.196,1.3e-05,"Tier5_1dataset"
"SERPINB9G",1,"GSE223744",6.179,6.179,0.025387,"Tier5_1dataset"
"SERPINA3F",1,"GSE223744",6.12,6.12,0,"Tier5_1dataset"
"GM17535",1,"GSE223744",6.099,6.099,1e-06,"Tier5_1dataset"
"GM26695",1,"GSE223744",6.091,6.091,0.02673,"Tier5_1dataset"
"GM42661",1,"GSE223744",6.079,6.079,0.015292,"Tier5_1dataset"
"GM18416",1,"GSE223744",6.072,6.072,0.013612,"Tier5_1dataset"
"AC153966.2",1,"GSE223744",6.067,6.067,0.00158,"Tier5_1dataset"
"ROBO1",1,"GSE9391",6.058,6.058,0.359012,"Tier5_1dataset"
"ZFP640",1,"GSE223744",6.054,6.054,0.030732,"Tier5_1dataset"
"OLFR868",1,"GSE223744",6.014,6.014,0.000232,"Tier5_1dataset"
"INHBB",1,"GSE223744",5.999,5.999,0,"Tier5_1dataset"
"LPIN3",1,"GSE223744",5.991,5.991,0,"Tier5_1dataset"
"GFAP",1,"GSE244576",5.959,5.959,0,"Tier5_1dataset"
"GM3584",1,"GSE223744",5.959,5.959,0.03416,"Tier5_1dataset"
"MT-ND5",1,"GSE244576",5.947,5.947,0,"Tier5_1dataset"
"OLFR867",1,"GSE223744",5.934,5.934,2e-06,"Tier5_1dataset"
"IL23A",1,"GSE223744",5.918,5.918,0.000109,"Tier5_1dataset"
"OLFR1013",1,"GSE223744",5.909,5.909,8e-05,"Tier5_1dataset"
"GM42770",1,"GSE223744",5.907,5.907,0.000119,"Tier5_1dataset"
"OLFR189-PS1",1,"GSE223744",5.903,5.903,0.002137,"Tier5_1dataset"
"OLFR1542-PS1",1,"GSE223744",5.892,5.892,0.045062,"Tier5_1dataset"
"IGFBP6",1,"GSE223744",5.89,5.89,0,"Tier5_1dataset"
"TNC",1,"GSE223744",5.865,5.865,0,"Tier5_1dataset"
"VMN2R70",1,"GSE223744",5.847,5.847,0.00474,"Tier5_1dataset"
"OLFR1141",1,"GSE223744",5.844,5.844,0.023934,"Tier5_1dataset"
"AC160984.1",1,"GSE223744",5.829,5.829,0.00018,"Tier5_1dataset"
"GM28100",1,"GSE223744",5.818,5.818,0.019965,"Tier5_1dataset"
"DCTD",1,"GSE223744",5.807,5.807,0,"Tier5_1dataset"
"MTNR1A",1,"GSE9391",5.793,5.793,0.305536,"Tier5_1dataset"
"CCL11",1,"GSE223744",5.748,5.748,0,"Tier5_1dataset"
"VMN2R74",1,"GSE223744",5.735,5.735,0.00949,"Tier5_1dataset"
"GM5362",1,"GSE223744",5.733,5.733,0.003242,"Tier5_1dataset"
"GALNT13",1,"GSE223744",5.722,5.722,0,"Tier5_1dataset"
"REX2",1,"GSE223744",5.709,5.709,0,"Tier5_1dataset"
"GM38083",1,"GSE223744",5.693,5.693,0.005508,"Tier5_1dataset"
"GM10324",1,"GSE223744",5.68,5.68,0.005338,"Tier5_1dataset"
"PPP4R3C-PS",1,"GSE223744",5.671,5.671,0.004521,"Tier5_1dataset"
"GM10719",1,"GSE223744",5.658,5.658,1e-06,"Tier5_1dataset"
"OLFR768",1,"GSE223744",5.646,5.646,0.005266,"Tier5_1dataset"
"GM45160",1,"GSE223744",5.645,5.645,0.001496,"Tier5_1dataset"
"UBE2A",1,"GSE9391",5.643,5.643,0.36504,"Tier5_1dataset"
"MMP12",1,"GSE223744",5.631,5.631,6.3e-05,"Tier5_1dataset"
"OLFR50",1,"GSE223744",5.617,5.617,0.000708,"Tier5_1dataset"
"NRG3",1,"GSE223744",5.612,5.612,0,"Tier5_1dataset"
"GM7648",1,"GSE223744",5.611,5.611,0.000388,"Tier5_1dataset"
"GM10715",1,"GSE223744",5.597,5.597,3e-06,"Tier5_1dataset"
"GM10721",1,"GSE223744",5.589,5.589,1e-06,"Tier5_1dataset"
"OLFR112",1,"GSE223744",5.586,5.586,0.003367,"Tier5_1dataset"
"EPYC",1,"GSE223744",5.576,5.576,0.004396,"Tier5_1dataset"
"GM11168",1,"GSE223744",5.567,5.567,2e-06,"Tier5_1dataset"
"BDKRB2",1,"GSE223744",5.565,5.565,0,"Tier5_1dataset"
"GM10717",1,"GSE223744",5.543,5.543,2e-06,"Tier5_1dataset"
"GM10722",1,"GSE223744",5.538,5.538,1e-06,"Tier5_1dataset"
"GM21738",1,"GSE223744",5.525,5.525,2e-06,"Tier5_1dataset"
"TACO1",1,"GSE279666",5.518,5.518,0.03099,"Tier5_1dataset"
"GM10801",1,"GSE223744",5.514,5.514,2e-06,"Tier5_1dataset"
"GM26870",1,"GSE223744",5.504,5.504,3e-06,"Tier5_1dataset"
"GM13757",1,"GSE223744",5.501,5.501,0.000579,"Tier5_1dataset"
"ADAM29",1,"GSE223744",5.497,5.497,0.014133,"Tier5_1dataset"
"VMN2R112",1,"GSE223744",5.485,5.485,0.00089,"Tier5_1dataset"
"OLFR1193",1,"GSE223744",5.469,5.469,0.005348,"Tier5_1dataset"
"GM10718",1,"GSE223744",5.459,5.459,1e-06,"Tier5_1dataset"
"GM10720",1,"GSE223744",5.451,5.451,1e-06,"Tier5_1dataset"
"GM10800",1,"GSE223744",5.435,5.435,3e-06,"Tier5_1dataset"
"A730049H05RIK",1,"GSE223744",5.427,5.427,0,"Tier5_1dataset"
"GM382",1,"GSE223744",5.422,5.422,0.003024,"Tier5_1dataset"
"GM19194",1,"GSE223744",5.421,5.421,0.00501,"Tier5_1dataset"
"GM15844",1,"GSE223744",5.411,5.411,6e-06,"Tier5_1dataset"
"OLFR890",1,"GSE223744",5.397,5.397,0.000551,"Tier5_1dataset"
"CDHR1",1,"GSE223744",5.317,5.317,0.009722,"Tier5_1dataset"
"VMN1R228",1,"GSE223744",5.299,5.299,1.5e-05,"Tier5_1dataset"
"AC153484.1",1,"GSE223744",5.259,5.259,0.024192,"Tier5_1dataset"
"CSN1S2B",1,"GSE223744",5.243,5.243,9e-06,"Tier5_1dataset"
"OLFR1199",1,"GSE223744",5.227,5.227,0.001469,"Tier5_1dataset"
"GM29106",1,"GSE223744",5.186,5.186,0.002351,"Tier5_1dataset"
"VMN2R-PS45",1,"GSE223744",5.185,5.185,2.2e-05,"Tier5_1dataset"
"6430710C18RIK",1,"GSE223744",5.148,5.148,0,"Tier5_1dataset"
"IL1R2",1,"GSE223744",5.134,5.134,9.7e-05,"Tier5_1dataset"
"GM15302",1,"GSE223744",5.128,5.128,0.003446,"Tier5_1dataset"
"GM8251",1,"GSE223744",5.128,5.128,3.3e-05,"Tier5_1dataset"
"GM29515",1,"GSE223744",5.114,5.114,0.001639,"Tier5_1dataset"
"CTF2",1,"GSE223744",5.106,5.106,0.024874,"Tier5_1dataset"
"GM19965",1,"GSE223744",5.106,5.106,0.003135,"Tier5_1dataset"
"SAA3",1,"GSE223744",5.105,5.105,0.043215,"Tier5_1dataset"
"ASAP3",1,"GSE279666",5.098,5.098,0.048564,"Tier5_1dataset"
"AC160029.2",1,"GSE223744",5.093,5.093,0.01029,"Tier5_1dataset"
"OLFR954",1,"GSE223744",5.088,5.088,0.020707,"Tier5_1dataset"
"PSORS1C2",1,"GSE223744",5.082,5.082,0,"Tier5_1dataset"
"SYCP1-PS1",1,"GSE223744",5.066,5.066,0.002829,"Tier5_1dataset"
"CXCL2",1,"GSE234052",5.064,5.064,0.013697,"Tier5_1dataset"
"SLC7A7",1,"GSE279666",5.056,5.056,0.049181,"Tier5_1dataset"
"OLFR25",1,"GSE223744",5.051,5.051,0,"Tier5_1dataset"
"GM45461",1,"GSE223744",5.049,5.049,0.001807,"Tier5_1dataset"
"ZFP735",1,"GSE223744",5.045,5.045,2e-06,"Tier5_1dataset"
"TLR1",1,"GSE223744",5.034,5.034,0.017557,"Tier5_1dataset"
"LAO1",1,"GSE223744",4.999,4.999,0,"Tier5_1dataset"
"4930449A18RIK",1,"GSE223744",4.997,4.997,0.000289,"Tier5_1dataset"
"OLFR143",1,"GSE223744",4.922,4.922,0.000288,"Tier5_1dataset"
"BEND4",1,"GSE223744",4.92,4.92,0.000149,"Tier5_1dataset"
"D630023O14RIK",1,"GSE223744",4.907,4.907,0.045483,"Tier5_1dataset"
"LRRTM4",1,"GSE223744",4.907,4.907,0.000703,"Tier5_1dataset"
"OLFR1097",1,"GSE223744",4.887,4.887,0.00355,"Tier5_1dataset"
"SLC47A1",1,"GSE223744",4.877,4.877,0.0026,"Tier5_1dataset"
"GLRA3",1,"GSE223744",4.876,4.876,5.3e-05,"Tier5_1dataset"
"OLFR1354",1,"GSE223744",4.872,4.872,0.004717,"Tier5_1dataset"
"VMN2R66",1,"GSE223744",4.866,4.866,0.001097,"Tier5_1dataset"
"VMN2R43",1,"GSE223744",4.852,4.852,0.005621,"Tier5_1dataset"
"VMN2R76",1,"GSE223744",4.852,4.852,0.000789,"Tier5_1dataset"
"OLFR1489",1,"GSE223744",4.834,4.834,9.7e-05,"Tier5_1dataset"
"GM43373",1,"GSE223744",4.832,4.832,0.000639,"Tier5_1dataset"
"HBA-A1",1,"GSE244576",4.827,4.827,0,"Tier5_1dataset"
"SELP",1,"GSE223744",4.821,4.821,2.4e-05,"Tier5_1dataset"
"SLC35F4",1,"GSE223744",4.816,4.816,0.004408,"Tier5_1dataset"
"GM15737",1,"GSE223744",4.811,4.811,1e-06,"Tier5_1dataset"
"OLFR729",1,"GSE223744",4.81,4.81,0.000438,"Tier5_1dataset"
"ALPK2",1,"GSE56267",4.791,4.791,0.004252,"Tier5_1dataset"
"TGM1",1,"GSE223744",4.777,4.777,0.000474,"Tier5_1dataset"
"GM45518",1,"GSE223744",4.772,4.772,4.5e-05,"Tier5_1dataset"
"AC152063.4",1,"GSE223744",4.758,4.758,0.015552,"Tier5_1dataset"
"GM26945",1,"GSE223744",4.758,4.758,0.015552,"Tier5_1dataset"
"GM44435",1,"GSE223744",4.738,4.738,0.003143,"Tier5_1dataset"
"CDC20B",1,"GSE56267",4.735,4.735,0.043966,"Tier5_1dataset"
"AC124456.1",1,"GSE223744",4.734,4.734,0.003183,"Tier5_1dataset"
"HHIP",1,"GSE223744",4.728,4.728,0.000156,"Tier5_1dataset"
"GM45265",1,"GSE223744",4.727,4.727,1.5e-05,"Tier5_1dataset"
"VMN2R94",1,"GSE223744",4.722,4.722,0.004577,"Tier5_1dataset"
"OLFR711",1,"GSE223744",4.713,4.713,0.010776,"Tier5_1dataset"
"OLFR1264",1,"GSE223744",4.663,4.663,0.018407,"Tier5_1dataset"
"FGL1",1,"GSE223744",4.656,4.656,0.00591,"Tier5_1dataset"
"AC163660.3",1,"GSE223744",4.643,4.643,0.009244,"Tier5_1dataset"
"CXCR2",1,"GSE223744",4.624,4.624,0.002214,"Tier5_1dataset"
"MT-ND4L",1,"GSE244576",4.623,4.623,0,"Tier5_1dataset"
"OLFR1165-PS",1,"GSE223744",4.617,4.617,0.018385,"Tier5_1dataset"
"STC1",1,"GSE223744",4.609,4.609,0,"Tier5_1dataset"
"VMN2R31",1,"GSE223744",4.601,4.601,0.011842,"Tier5_1dataset"
"GM38259",1,"GSE223744",4.584,4.584,9.6e-05,"Tier5_1dataset"
"APOB",1,"GSE223744",4.563,4.563,0.003527,"Tier5_1dataset"
"OLFR1295",1,"GSE223744",4.562,4.562,0.004198,"Tier5_1dataset"
"TRDN",1,"GSE223744",4.557,4.557,0.00032,"Tier5_1dataset"
"ACAT3",1,"GSE223744",4.555,4.555,6.9e-05,"Tier5_1dataset"
"PRL2C3",1,"GSE223744",4.55,4.55,0.000639,"Tier5_1dataset"
"OLFR190",1,"GSE223744",4.547,4.547,0,"Tier5_1dataset"
"SIS",1,"GSE223744",4.545,4.545,0.001507,"Tier5_1dataset"
"ITGBL1",1,"GSE223744",4.537,4.537,2.9e-05,"Tier5_1dataset"
"OLFR1154",1,"GSE223744",4.523,4.523,0.037564,"Tier5_1dataset"
"AC123620.1",1,"GSE223744",4.521,4.521,0.000582,"Tier5_1dataset"
"OLFR1025-PS1",1,"GSE223744",4.52,4.52,0.003091,"Tier5_1dataset"
"MYC",1,"GSE223744",4.517,4.517,0,"Tier5_1dataset"
"IFI205",1,"GSE223744",4.502,4.502,0.030948,"Tier5_1dataset"
"AW551984",1,"GSE223744",4.494,4.494,0.01165,"Tier5_1dataset"
"FAM167A",1,"GSE223744",4.479,4.479,0,"Tier5_1dataset"
"GM39822",1,"GSE223744",4.47,4.47,0,"Tier5_1dataset"
"ZFP616",1,"GSE223744",4.47,4.47,0,"Tier5_1dataset"
"CAR13",1,"GSE223744",4.468,4.468,0,"Tier5_1dataset"
"OLFR308",1,"GSE223744",4.453,4.453,0.002799,"Tier5_1dataset"
"OLFR843",1,"GSE223744",4.449,4.449,2e-06,"Tier5_1dataset"
"VMN2R30",1,"GSE223744",4.431,4.431,0.01001,"Tier5_1dataset"
"CACNG1",1,"GSE223744",4.428,4.428,0.017596,"Tier5_1dataset"
"VMN2R10",1,"GSE223744",4.416,4.416,0.004962,"Tier5_1dataset"
"GM45179",1,"GSE223744",4.41,4.41,8.5e-05,"Tier5_1dataset"
"OLFR1291-PS1",1,"GSE223744",4.41,4.41,4.3e-05,"Tier5_1dataset"
"CSF2RB",1,"GSE223744",4.407,4.407,0,"Tier5_1dataset"
"CNTNAP5B",1,"GSE223744",4.389,4.389,0.01615,"Tier5_1dataset"
"BST1",1,"GSE223744",4.386,4.386,0,"Tier5_1dataset"
"SLFN4",1,"GSE223744",4.378,4.378,0,"Tier5_1dataset"
"GM2381",1,"GSE223744",4.375,4.375,0.005249,"Tier5_1dataset"
"SLFN2",1,"GSE234052",4.354,4.354,0.002696,"Tier5_1dataset"
"GM20400",1,"GSE223744",4.35,4.35,0.000683,"Tier5_1dataset"
"OLFR6",1,"GSE223744",4.348,4.348,4e-06,"Tier5_1dataset"
"GM44848",1,"GSE223744",4.346,4.346,3.4e-05,"Tier5_1dataset"
"GM31258",1,"GSE223744",4.317,4.317,0.043259,"Tier5_1dataset"
"SLC22A30",1,"GSE223744",4.313,4.313,0.002047,"Tier5_1dataset"
"AC132221.1",1,"GSE223744",4.31,4.31,0.000526,"Tier5_1dataset"
"GM14445",1,"GSE223744",4.308,4.308,0.00069,"Tier5_1dataset"
"VMN2R48",1,"GSE223744",4.305,4.305,0.003995,"Tier5_1dataset"
"KIF14",1,"GSE223744",4.298,4.298,0.00167,"Tier5_1dataset"
"AC156791.1",1,"GSE223744",4.275,4.275,0.000733,"Tier5_1dataset"
"DEPDC1A",1,"GSE223744",4.27,4.27,0.005819,"Tier5_1dataset"
"PTGES3L",1,"GSE223744",4.269,4.269,0.007405,"Tier5_1dataset"
"DISP2",1,"GSE223744",4.264,4.264,0,"Tier5_1dataset"
"GM37456",1,"GSE223744",4.26,4.26,0.005431,"Tier5_1dataset"
"GM14444",1,"GSE223744",4.259,4.259,0.006933,"Tier5_1dataset"
"GM2869",1,"GSE223744",4.253,4.253,0.003615,"Tier5_1dataset"
"OLFR250",1,"GSE223744",4.251,4.251,0.008375,"Tier5_1dataset"
"FLNC",1,"GSE223744",4.247,4.247,5e-06,"Tier5_1dataset"
"OLFR1136",1,"GSE223744",4.244,4.244,0.009224,"Tier5_1dataset"
"GPR55",1,"GSE223744",4.242,4.242,0,"Tier5_1dataset"
"NNMT",1,"GSE223744",4.237,4.237,0.000222,"Tier5_1dataset"
"DCHS2",1,"GSE223744",4.227,4.227,0.004281,"Tier5_1dataset"
"AC122840.3",1,"GSE223744",4.219,4.219,0.002312,"Tier5_1dataset"
"AC107851.2",1,"GSE223744",4.211,4.211,0,"Tier5_1dataset"
"NTNG1",1,"GSE223744",4.211,4.211,0.004057,"Tier5_1dataset"
"DOC2B",1,"GSE223744",4.21,4.21,0,"Tier5_1dataset"
"5033426O07RIK",1,"GSE223744",4.209,4.209,0.000406,"Tier5_1dataset"
"NTRK1",1,"GSE56267",4.205,4.205,0.025335,"Tier5_1dataset"
"OLFR1044",1,"GSE223744",4.193,4.193,0.013717,"Tier5_1dataset"
"RELT",1,"GSE223744",4.192,4.192,1.6e-05,"Tier5_1dataset"
"CT025538.3",1,"GSE223744",4.189,4.189,0.000219,"Tier5_1dataset"
"AC122357.2",1,"GSE223744",4.175,4.175,0.000525,"Tier5_1dataset"
"OLFR1184",1,"GSE223744",4.174,4.174,0.019997,"Tier5_1dataset"
"GM38269",1,"GSE223744",4.172,4.172,0.003395,"Tier5_1dataset"
"GM45792",1,"GSE223744",4.159,4.159,0.000422,"Tier5_1dataset"
"HHIPL1",1,"GSE223744",4.15,4.15,0,"Tier5_1dataset"
"GM43874",1,"GSE223744",4.149,4.149,0.005499,"Tier5_1dataset"
"4930486L24RIK",1,"GSE223744",4.143,4.143,0.001177,"Tier5_1dataset"
"OLFR1231",1,"GSE223744",4.142,4.142,0.013415,"Tier5_1dataset"
"MDFI",1,"GSE223744",4.137,4.137,0.00083,"Tier5_1dataset"
"GM37628",1,"GSE223744",4.136,4.136,0.006546,"Tier5_1dataset"
